scenario_id,split,seed,design_cell,plant,mechanism,capability_mechanism,sg_tension,period_s,control_period_s,condition,known_ood,duration_s,capability_change_time_s,load_event_time_s,load_area,load_sign,load_magnitude_pu,timing_relation,initial_soc,initial_soc_area1,initial_soc_area2,value_region,contract_violation,contract_status,factor_assignment
D5-M1R1-000,development_r1,5500,A_full_nonlinear|power_drop|low|2,A_full_nonlinear,power_drop,power_drop,low,2.0,2.0,known,known,300.0,120.19916764855678,106.19916764855678,area0,1,0.0744,before,0.45,0.45,0.45,HIGH_VALUE_CANDIDATE,False,WITHIN_CONTRACT,M1_R1_NEW_DEVELOPMENT_FULL_FACTORIAL
D5-M1R1-001,development_r1,5501,A_full_nonlinear|power_drop|low|2,A_full_nonlinear,power_drop,power_drop,low,2.0,2.0,known,known,300.0,109.11827674351319,95.11827674351319,area1,1,0.02,before,0.55,0.55,0.55,LOW_VALUE_CONTROL,False,WITHIN_CONTRACT,M1_R1_NEW_DEVELOPMENT_FULL_FACTORIAL
D5-M1R1-002,development_r1,5502,A_full_nonlinear|power_drop|low|4,A_full_nonlinear,power_drop,power_drop,low,4.0,4.0,known,known,300.0,123.80099921419475,123.80099921419475,both,1,0.0744,simultaneous,0.45,0.45,0.45,HIGH_VALUE_CANDIDATE,False,WITHIN_CONTRACT,M1_R1_NEW_DEVELOPMENT_FULL_FACTORIAL
D5-M1R1-003,development_r1,5503,A_full_nonlinear|power_drop|low|4,A_full_nonlinear,power_drop,power_drop,low,4.0,4.0,known,known,300.0,110.76480603190043,110.76480603190043,area0,1,0.02,simultaneous,0.55,0.55,0.55,LOW_VALUE_CONTROL,False,WITHIN_CONTRACT,M1_R1_NEW_DEVELOPMENT_FULL_FACTORIAL
D5-M1R1-004,development_r1,5504,A_full_nonlinear|power_drop|high|2,A_full_nonlinear,power_drop,power_drop,high,2.0,2.0,OOD,OOD,300.0,125.67212682518485,139.67212682518485,area1,1,0.0558,after,0.45,0.45,0.45,HIGH_VALUE_CANDIDATE,False,WITHIN_CONTRACT,M1_R1_NEW_DEVELOPMENT_FULL_FACTORIAL
D5-M1R1-005,development_r1,5505,A_full_nonlinear|power_drop|high|2,A_full_nonlinear,power_drop,power_drop,high,2.0,2.0,OOD,OOD,300.0,117.70336692302972,131.7033669230297,both,1,0.02,after,0.55,0.55,0.55,LOW_VALUE_CONTROL,False,WITHIN_CONTRACT,M1_R1_NEW_DEVELOPMENT_FULL_FACTORIAL
D5-M1R1-006,development_r1,5506,A_full_nonlinear|power_drop|high|4,A_full_nonlinear,power_drop,power_drop,high,4.0,4.0,OOD,OOD,300.0,123.39906778536066,109.39906778536066,area0,1,0.0558,before,0.45,0.45,0.45,HIGH_VALUE_CANDIDATE,False,WITHIN_CONTRACT,M1_R1_NEW_DEVELOPMENT_FULL_FACTORIAL
D5-M1R1-007,development_r1,5507,A_full_nonlinear|power_drop|high|4,A_full_nonlinear,power_drop,power_drop,high,4.0,4.0,OOD,OOD,300.0,112.82512054097381,98.82512054097381,area1,1,0.02,before,0.55,0.55,0.55,LOW_VALUE_CONTROL,False,WITHIN_CONTRACT,M1_R1_NEW_DEVELOPMENT_FULL_FACTORIAL
D5-M1R1-008,development_r1,5508,A_full_nonlinear|ramp_drop|low|2,A_full_nonlinear,ramp_drop,ramp_drop,low,2.0,2.0,OOD,OOD,300.0,107.30992013697694,107.30992013697694,both,1,0.0744,simultaneous,0.45,0.45,0.45,HIGH_VALUE_CANDIDATE,False,WITHIN_CONTRACT,M1_R1_NEW_DEVELOPMENT_FULL_FACTORIAL
D5-M1R1-009,development_r1,5509,A_full_nonlinear|ramp_drop|low|2,A_full_nonlinear,ramp_drop,ramp_drop,low,2.0,2.0,OOD,OOD,300.0,102.61008988291333,102.61008988291333,area0,1,0.02,simultaneous,0.55,0.55,0.55,LOW_VALUE_CONTROL,False,WITHIN_CONTRACT,M1_R1_NEW_DEVELOPMENT_FULL_FACTORIAL
