point_id,period_s,sg_tension,load_magnitude_pu,power_spread_pu,ramp_spread_pu_per_s,delay_spread_s,noise_std_pu,soc,tie_loading_pu,objective
B1_LHS_0000,2.0,low,0.058017062333801384,0.019943338921267508,0.01793953494557916,0.8640511436703168,0.001775804505338217,0.5372238537263774,0.0003855524941987266,balanced
B1_LHS_0001,2.0,low,0.030546106016530405,0.009107633753714747,0.034710515940804786,1.1669735501212724,0.0006092654796310013,0.3265708816531203,0.016810506261736254,regional_responsibility
B1_LHS_0002,4.0,medium,0.0703088695558454,0.0064325784338934286,0.004896966334854091,0.28954092259588343,0.0005761032523548046,0.6983701457566165,0.03502251691197246,resource_economy
B1_LHS_0003,2.0,medium,0.0629062309086939,0.018952761388618077,0.034622387648370063,0.34395971221066224,0.0018697696146579973,0.4343158960643215,0.002540746185743181,balanced
B1_LHS_0004,4.0,medium,0.06530884659816122,0.03327223131549462,0.030143598508566762,0.21494260967881934,0.0007513342547656318,0.305739868505329,0.02438644439338535,regional_responsibility
B1_LHS_0005,4.0,medium,0.06783399320510322,0.02421160446831227,0.0224111175718604,0.7251228601683771,0.0010961467314509477,0.5298773060010021,0.037324289525719,resource_economy
B1_LHS_0006,2.0,low,0.06114265452184606,0.01960299115638619,0.02951539913217906,1.2281068612859987,0.000932966636622593,0.6322121986124436,0.006993697622179663,balanced
B1_LHS_0007,2.0,high,0.03468345544161276,0.011753979798768853,0.013296787675316725,1.1914350515661105,0.0012730159239598192,0.6894951702427433,0.019190775540433438,regional_responsibility
B1_LHS_0008,2.0,medium,0.016183656425729286,0.013920479430851325,0.02651108335638344,1.1235794775847119,0.0015735632592384853,0.4711625004982253,0.03211015642922123,resource_economy
B1_LHS_0009,2.0,low,0.02451210353157629,0.006391356589640404,0.015557512738010548,0.5442925233991809,0.001755113627813475,0.365932256149763,0.01125765380880623,balanced
B1_LHS_0010,2.0,medium,0.030405580685503017,0.0005141949514943008,0.014491855127414917,0.5991472622251728,0.00188636336860564,0.4583733189397714,0.025601161500354915,regional_responsibility
B1_LHS_0011,4.0,low,0.028448644267488103,0.03093227293046996,0.034223501529664774,0.9523060363181313,0.0009990699833077946,0.4746170687910669,0.013379549969415068,resource_economy
B1_LHS_0012,4.0,low,0.060419132616594214,0.0335201129923676,0.02565713148328014,0.723209854322413,0.001779579337905603,0.420717541125496,0.020727194291112628,balanced
B1_LHS_0013,2.0,medium,0.06493269887161833,0.016558189329145146,0.009737254323294477,0.6248602262214373,0.0013208970261038527,0.5090756274158672,0.009575861088317594,regional_responsibility
B1_LHS_0014,4.0,low,0.03627871826942014,0.025921139744146032,0.023326563774501426,0.2500162219712503,0.0011690631213186584,0.38379091381779157,0.025334250751602987,resource_economy
B1_LHS_0015,4.0,low,0.07224701000564533,0.012236776854814035,0.002683420110100795,1.0426893198666103,0.0016022109656651299,0.3027097959855387,0.006699385500772671,balanced
B1_LHS_0016,4.0,medium,0.04793442361452157,0.009011189369596611,0.028947055118850294,0.8807244833915123,0.0018568410885940747,0.498725048184349,0.011042950698959851,regional_responsibility
B1_LHS_0017,4.0,low,0.036376622680301424,0.022208093216638067,0.026187741125852083,0.27631671290075843,0.0009796052573306977,0.6968950732057573,0.014304058359029495,resource_economy
B1_LHS_0018,2.0,medium,0.0641755075126142,0.020856069450612108,0.024643412103513597,0.933810134493707,0.001999012433136078,0.48442230439019635,0.02808716172506926,balanced
B1_LHS_0019,2.0,high,0.07393331335877654,0.004274323962722443,0.013791069237819448,0.6731178649263482,0.0010500615068229006,0.38053802856545604,0.02828998265226858,regional_responsibility
B1_LHS_0020,4.0,medium,0.01727203806518228,0.01162524715213879,0.001815638491215725,0.9429501604120833,0.00147517582141565,0.5620323364834187,0.0055699057134166105,resource_economy
B1_LHS_0021,4.0,medium,0.05100955818353938,0.02532194420187917,0.021763616096501247,1.0322161124771898,0.0016863831067063758,0.6367442637098432,0.03628790800462188,balanced
B1_LHS_0022,4.0,medium,0.02187181294523984,0.022117219342085083,0.012228165684519798,0.4629753466698838,0.0009103903817017929,0.5183304332234978,0.03635674981208298,regional_responsibility
B1_LHS_0023,2.0,medium,0.06122570365627826,0.0013467790941135295,0.02747781771163303,0.7460153900947696,0.001577064056785794,0.4334038308621591,0.0034287462935565435,resource_economy
B1_LHS_0024,4.0,medium,0.07343279820334993,0.03302140042712646,0.015935159354328512,0.36010511661826383,0.001893406480285907,0.3034300148681225,0.022606926588399752,balanced
B1_LHS_0025,2.0,medium,0.023915805877796553,0.01805036243943419,0.018788209688670465,0.41065170657576866,0.0011228245879842174,0.3232928951006737,0.0210475524461737,regional_responsibility
B1_LHS_0026,2.0,medium,0.042392455092416514,0.030564575693866197,0.006481598215254059,0.45549860962678895,0.0006373088710261609,0.4135716096225018,0.00842698133768073,resource_economy
B1_LHS_0027,4.0,low,0.07115790772227834,0.024627461900184534,0.033292338368845605,1.084520798787909,0.0005187035497433938,0.5472017415526418,0.03565737077611552,balanced
B1_LHS_0028,4.0,medium,0.03163531469702685,0.017835195101711176,0.014197177127438093,0.5958176850162334,0.0014670094156655912,0.6244472339441849,0.013533967345466835,regional_responsibility
B1_LHS_0029,4.0,low,0.044159825425648475,0.0037747413714780222,0.015388243830765506,0.30048405095341013,0.0011469525581593236,0.6528251368424711,0.01475442183648055,resource_economy
B1_LHS_0030,2.0,medium,0.05646224316733839,0.021875933741314767,0.03437810236924256,0.6106535554629187,0.0010388082332045958,0.5808545789448606,0.013645387655275657,balanced
B1_LHS_0031,4.0,low,0.06953650846773204,0.012159846466607192,0.020550498644773523,1.2325863129675594,0.0015359521653203572,0.478307723523593,0.02776964624399323,regional_responsibility
B1_LHS_0032,2.0,medium,0.029694121767321398,0.031245057509841155,0.007513111180971577,1.1550994519479427,0.0018887586971841023,0.6313863291937436,0.03647556255752268,resource_economy
B1_LHS_0033,4.0,medium,0.02495660540080684,0.03426327602902802,0.03457284854836491,0.1797680880413162,0.001285024345729041,0.4067040214517749,0.004917357425587541,balanced
B1_LHS_0034,2.0,medium,0.019940356403637925,0.018190307311390055,0.00474315877538542,0.04834796784474062,0.0013932366381609563,0.6123134964619131,0.024865823389268234,regional_responsibility
B1_LHS_0035,4.0,low,0.026180670212839038,3.4080633412886908e-06,0.029875346100258784,0.761364775379182,0.0008253964040554165,0.5561928019465087,0.01715891910512418,resource_economy
B1_LHS_0036,4.0,low,0.04890268954004569,0.02977216704219411,0.0314117447269196,1.029232176487318,0.0013288360675676198,0.45181037843689764,0.005073092355981925,balanced
B1_LHS_0037,4.0,high,0.05119874864888307,0.013134082204638695,0.019974984399294807,1.1799106579544398,0.0010403498596275366,0.34127190987146283,0.015938672347045532,regional_responsibility
B1_LHS_0038,4.0,high,0.06673422467477234,0.02691122126299617,0.015185825992345423,0.5601375390608684,0.0008702278860451146,0.6679238990760508,0.021602759112689097,resource_economy
