point_id,period_s,sg_tension,load_magnitude_pu,power_spread_pu,ramp_spread_pu_per_s,delay_spread_s,noise_std_pu,soc,tie_loading_pu,objective
B1_SCREEN_0000,4.0,medium,0.03844885064231571,0.031242776028215548,0.033269708707868766,0.4679045323984957,0.0007392999409002101,0.33105939847225024,0.03685868132885622,balanced
B1_SCREEN_0001,4.0,medium,0.04350926614258797,0.0136649017304981,0.023685406157717862,1.1622595935534124,0.001939495245185148,0.5869155846520319,0.025823942997793895,regional_responsibility
B1_SCREEN_0002,2.0,medium,0.05542571834837809,0.034983459692693814,0.0027985118668318156,0.9244239108481576,0.0017264902819003878,0.45724009432340856,0.03523237535665611,resource_economy
B1_SCREEN_0003,2.0,medium,0.01517024359170829,0.003910367660444644,0.021679327106410563,0.8984478117982257,0.0005654180429072076,0.3473982970661553,0.016206078611507604,balanced
B1_SCREEN_0004,2.0,low,0.03344480562088284,0.0012853393736443615,0.020085540832960432,0.581404354470152,0.0005552170028730563,0.3097751861227702,0.020433410006253795,regional_responsibility
B1_SCREEN_0005,4.0,high,0.04224826649431328,0.02408448220433762,0.0013204768113217566,0.2957305181311095,0.0008428684543417745,0.47632050853775454,0.030948750725113397,resource_economy
B1_SCREEN_0006,2.0,high,0.045828353078873896,0.024798174890093654,0.005281847704534333,0.6231217080878659,0.0006279248042338359,0.5743536790596219,0.024224231977931554,balanced
B1_SCREEN_0007,2.0,low,0.027781326340136803,0.0218778787548373,0.00893519289369945,1.125846079861163,0.00140269160530077,0.6456774283441307,0.027151271639634537,regional_responsibility
B1_SCREEN_0008,2.0,medium,0.054109307682079374,0.017359879711993,0.023065747563196223,0.09433136542905726,0.0018146186018679522,0.6558799699920308,0.03905262359304066,resource_economy
B1_SCREEN_0009,2.0,high,0.035923465439716806,0.008808210665559882,0.01624051471085045,0.023875131797572988,0.0015819775618090056,0.500411554564105,0.00837882957689539,balanced
B1_SCREEN_0010,4.0,low,0.026058037536284176,0.03346240743565412,0.0063252157589319185,1.061901075781628,0.001483269027873061,0.5462257062177365,0.014762337934485873,regional_responsibility
B1_SCREEN_0011,4.0,high,0.05852990407901321,0.005665031245529218,0.01816032942208289,0.19787146592876084,0.0011670147076423393,0.37693195228228976,0.03326005949697244,resource_economy
B1_SCREEN_0012,4.0,high,0.05090963446681041,0.02689206814841933,0.026617392273244556,0.7964941782831699,0.001217759375537618,0.6836684142335601,0.011204621148094682,balanced
B1_SCREEN_0013,4.0,low,0.023846023701013935,0.0015245575826241266,0.015187862008321722,0.7425876663970555,0.0013639933523856055,0.5250331380311497,0.008209962554563455,regional_responsibility
B1_SCREEN_0014,2.0,medium,0.07409352560835289,0.028805956465213455,0.014121666293231274,0.3938505567236641,0.0012723583304922602,0.5591052017409552,0.0337804274279779,resource_economy
B1_SCREEN_0015,2.0,low,0.06355223656128431,0.018005677185038052,0.008567699337046583,0.14101524918126518,0.0017984797311274333,0.41079643368126334,0.004152948493006416,balanced
B1_SCREEN_0016,4.0,low,0.031898332875546165,0.010257973384494516,0.024862786307961772,0.8299769207871566,0.0010853770063354567,0.6005341167408509,0.00020953946587889553,regional_responsibility
B1_SCREEN_0017,4.0,high,0.07189612398583739,0.01595918155707932,0.0035327344359527817,0.5187469639158252,0.0009181090922735769,0.3602705232680251,0.003313107555447199,resource_economy
B1_SCREEN_0018,4.0,low,0.06078768179089737,0.006463591926989401,0.03133230075994038,0.25513870624325574,0.0010577368330189595,0.6736704883081881,0.022407493833247118,balanced
B1_SCREEN_0019,2.0,high,0.06693193766587092,0.029300183786867582,0.0297928121538661,1.2530730556781873,0.001892313661982137,0.632912194705649,0.01332611077369288,regional_responsibility
B1_SCREEN_0020,4.0,medium,0.020527558307610702,0.021359387011603243,0.012580241911969978,0.3462706517368451,0.0016428914268574795,0.3841304663667656,0.01930982003097186,resource_economy
B1_SCREEN_0021,4.0,low,0.019112060960171928,0.012917744804056086,0.033795968842695374,1.0233989998420079,0.0015172485114214875,0.4945422937937664,0.0065207588041326725,balanced
B1_SCREEN_0022,2.0,high,0.048925701574547134,0.020360106755436452,0.028737421014193888,1.230075433155018,0.000793493123916337,0.41921015457922856,0.016933335233386904,regional_responsibility
B1_SCREEN_0023,2.0,medium,0.06750199621322525,0.007951812437220093,0.011058312112101303,0.657225826342419,0.0009735908765658105,0.4406615563141497,0.029831089382888094,resource_economy
